"","route","date","rides"
"7024","156","01/2008",10356.2727272727
"7025","156","02/2008",10383.380952381
"7026","156","03/2008",10288.4285714286
"7027","156","04/2008",10943.0454545455
"7028","156","05/2008",10495.4285714286
"7029","156","06/2008",10840.9047619048
"7030","156","07/2008",10407.6363636364
"7031","156","08/2008",10132.8095238095
"7032","156","09/2008",10770.0476190476
"7033","156","10/2008",10899.2608695652
"7034","156","11/2008",10038.1578947368
"7035","156","12/2008",9130.90909090909
"7036","156","01/2009",10177.7619047619
"7037","156","02/2009",10070.35
"7038","156","03/2009",10528.8181818182
"7039","156","04/2009",10229.8181818182
"7040","156","05/2009",9883
"7041","156","06/2009",9455.54545454545
"7042","156","07/2009",9118.81818181818
"7043","156","08/2009",8865.04761904762
"7044","156","09/2009",9192.52380952381
"7045","156","10/2009",9096.90909090909
"7046","156","11/2009",8783.65
"7047","156","12/2009",8323.13636363636
"7048","156","01/2010",9353.5
"7049","156","02/2010",8962.45
"7050","156","03/2010",8700.30434782609
"7051","156","04/2010",8692.22727272727
"7052","156","05/2010",8553.3
"7053","156","06/2010",8719
"7054","156","07/2010",8723.52380952381
"7055","156","08/2010",8537.59090909091
"7056","156","09/2010",8561.66666666667
"7057","156","10/2010",8640.47619047619
"7058","156","11/2010",8333.04761904762
"7059","156","12/2010",7423.86956521739
"7060","156","01/2011",8779.38095238095
"7061","156","02/2011",8159.05
"7062","156","03/2011",8437.08695652174
"7063","156","04/2011",8159.42857142857
"7064","156","05/2011",8275.7619047619
"7065","156","06/2011",8704.09090909091
"7066","156","07/2011",8542.25
"7067","156","08/2011",8400.17391304348
"7068","156","09/2011",8552.52380952381
"7069","156","10/2011",8741.47619047619
"7070","156","11/2011",8492.28571428571
"7071","156","12/2011",7737.38095238095
"7072","156","01/2012",8084.38095238095
"7073","156","02/2012",8058.19047619048
"7074","156","03/2012",8060.36363636364
"7075","156","04/2012",8049.71428571429
"7076","156","05/2012",7495.63636363636
"7077","156","06/2012",7640.95238095238
"7078","156","07/2012",7719
"7079","156","08/2012",7771.13043478261
"7080","156","09/2012",7740.84210526316
"7081","156","10/2012",8051.78260869565
"7082","156","11/2012",7663.7619047619
"7083","156","12/2012",7006.65
"7084","156","01/2013",8345.81818181818
"7085","156","02/2013",8494.2
"7086","156","03/2013",8938.28571428571
"7087","156","04/2013",8760.63636363636
"7088","156","05/2013",8580.22727272727
"7089","156","06/2013",8591.6
"7090","156","07/2013",8565.68181818182
"7091","156","08/2013",8510.18181818182
"7092","156","09/2013",8481.9
"7093","156","10/2013",8702.30434782609
"7094","156","11/2013",7978.45
"7095","156","12/2013",7582.66666666667
"7096","156","01/2014",7895
"7097","156","02/2014",8632.6
"7098","156","03/2014",8696.71428571429
"7099","156","04/2014",7856.63636363636
"7100","156","05/2014",8322.19047619048
"7101","156","06/2014",8338.04761904762
"7102","156","07/2014",7910.40909090909
"7103","156","08/2014",7781.52380952381
"7104","156","09/2014",8035.38095238095
"7105","156","10/2014",7924.21739130435
"7106","156","11/2014",7406.47368421053
"7107","156","12/2014",6709.63636363636
"7108","156","01/2015",7757.7619047619
"7109","156","02/2015",7894.55
"7110","156","03/2015",7916.22727272727
"7111","156","04/2015",7835.63636363636
"7112","156","05/2015",7859.8
"7113","156","06/2015",7868.63636363636
"7114","156","07/2015",7584.95454545455
"7115","156","08/2015",7310.7619047619
"7116","156","09/2015",7146.19047619048
"7117","156","10/2015",7577
"7118","156","11/2015",7111.6
"7119","156","12/2015",6632.22727272727
"7120","156","01/2016",7669.5
"7121","156","02/2016",7142.19047619048
"7122","156","03/2016",7452.39130434783
"7123","156","04/2016",7393.66666666667
"7124","156","05/2016",7165.09523809524
"7125","156","06/2016",7280.18181818182
"7126","156","07/2016",7003.45
"7127","156","08/2016",6967
"7128","156","09/2016",5528.95238095238
"7129","156","10/2016",6933
"7130","156","11/2016",6527.28571428571
"7131","156","12/2016",6178.19047619048
"7132","156","01/2017",6766.38095238095
"7133","156","02/2017",6648.6
"7134","156","03/2017",6795.17391304348
"7135","156","04/2017",6684.05
"7136","156","05/2017",6693.22727272727
"7137","156","06/2017",6578.86363636364
"7138","156","07/2017",6489.2
"7139","156","08/2017",6647.52173913043
"7140","156","09/2017",6576.45
"7141","156","10/2017",6803.40909090909
"7142","156","11/2017",6500.57142857143
"7143","156","12/2017",5869.55
"7144","157","01/2001",3315.18181818182
"7145","157","02/2001",3279.05
"7146","157","03/2001",3480
"7147","157","04/2001",3549
"7148","157","05/2001",3160.13636363636
"7149","157","06/2001",3399.19047619048
"7150","157","07/2001",3552.28571428571
"7151","157","08/2001",3167.30434782609
"7152","157","09/2001",3215.57894736842
"7153","157","10/2001",3184.34782608696
"7154","157","11/2001",3007.52380952381
"7155","157","12/2001",2860
"7156","157","01/2002",3114.31818181818
"7157","157","02/2002",3171.6
"7158","157","03/2002",3118.14285714286
"7159","157","04/2002",3316.45454545455
"7160","157","05/2002",3195.59090909091
"7161","157","06/2002",3237.8
"7162","157","07/2002",3132.36363636364
"7163","157","08/2002",2714.59090909091
"7164","157","09/2002",3564.55
"7165","157","10/2002",3366.91304347826
"7166","157","11/2002",3380.4
"7167","157","12/2002",3234.61904761905
"7168","157","01/2003",2851.81818181818
"7169","157","02/2003",2874.25
"7170","157","03/2003",2988.85714285714
"7171","157","04/2003",3173.90909090909
"7172","157","05/2003",3041.47619047619
"7173","157","06/2003",3236.95238095238
"7174","157","07/2003",3028.54545454545
"7175","157","08/2003",3049.28571428571
"7176","157","09/2003",3276.80952380952
"7177","157","10/2003",3029.04347826087
"7178","157","11/2003",3067.47368421053
"7179","157","12/2003",2681.5
"7180","157","01/2004",2959
"7181","157","02/2004",2790.1
"7182","157","03/2004",2780.60869565217
"7183","157","04/2004",2842
"7184","157","05/2004",2837.55
"7185","157","06/2004",3107.31818181818
"7186","157","07/2004",2948.14285714286
"7187","157","08/2004",2875.27272727273
"7188","157","09/2004",2981.14285714286
"7189","157","10/2004",3175.80952380952
"7190","157","11/2004",3027.33333333333
"7191","157","12/2004",2676.86956521739
"7192","157","01/2005",3024.38095238095
"7193","157","02/2005",3238.8
"7194","157","03/2005",3113.13043478261
"7195","157","04/2005",3232.42857142857
"7196","157","05/2005",3158.09523809524
"7197","157","06/2005",3232.77272727273
"7198","157","07/2005",3336.8
"7199","157","08/2005",3306.39130434783
"7200","157","09/2005",3759.28571428571
"7201","157","10/2005",3714.71428571429
"7202","157","11/2005",3655.38095238095
"7203","157","12/2005",3303.2380952381
"7204","157","01/2006",3387.33333333333
"7205","157","02/2006",3358.6
"7206","157","03/2006",3483.65217391304
"7207","157","04/2006",3351.45
"7208","157","05/2006",3326.95454545455
"7209","157","06/2006",3238.5
"7210","157","07/2006",2807.3
"7211","157","08/2006",2917.26086956522
"7212","157","09/2006",3322.75
"7213","157","10/2006",3297.31818181818
"7214","157","11/2006",3017.66666666667
"7215","157","12/2006",3135.15
"7216","157","01/2007",2755.77272727273
"7217","157","02/2007",2841.4
"7218","157","03/2007",2866.18181818182
"7219","157","04/2007",2794.80952380952
"7220","157","05/2007",2679.04545454545
"7221","157","06/2007",2333.90476190476
"7222","157","07/2007",2201.66666666667
"7223","157","08/2007",2235.04347826087
"7224","157","09/2007",2345.47368421053
"7225","157","10/2007",2292
"7226","157","11/2007",2197.90476190476
"7227","157","12/2007",2089.1
"7228","157","01/2008",2232.04545454545
"7229","157","02/2008",2212.28571428571
"7230","157","03/2008",2284.80952380952
"7231","157","04/2008",2364.40909090909
"7232","157","05/2008",2327.66666666667
"7233","157","06/2008",2278.42857142857
"7234","157","07/2008",1984.63636363636
"7235","157","08/2008",1888.19047619048
"7236","157","09/2008",1921.7619047619
"7237","157","10/2008",2055.73913043478
"7238","157","11/2008",1983
"7239","157","12/2008",2017.13636363636
"7240","157","01/2009",2169.85714285714
"7241","157","02/2009",2229.95
"7242","157","03/2009",2243.77272727273
"7243","157","04/2009",2199.31818181818
"7244","157","05/2009",2240.8
"7245","157","06/2009",2415.72727272727
"7246","157","07/2009",2219.40909090909
"7247","157","08/2009",2182.61904761905
"7248","157","09/2009",4957.57142857143
"7249","157","10/2009",5917.54545454545
"7250","157","11/2009",5848.55
"7251","157","12/2009",4520
"7252","157","01/2010",5684.05
"7253","157","02/2010",6035.75
"7254","157","03/2010",5362.82608695652
"7255","157","04/2010",5658.27272727273
"7256","157","05/2010",4418.5
"7257","157","06/2010",4389.54545454545
"7258","157","07/2010",4397.95238095238
"7259","157","08/2010",4829.59090909091
"7260","157","09/2010",6481.38095238095
"7261","157","10/2010",6548.19047619048
"7262","157","11/2010",6336.09523809524
"7263","157","12/2010",4458.04347826087
"7264","157","01/2011",5827.61904761905
"7265","157","02/2011",5981.35
"7266","157","03/2011",5854.39130434783
"7267","157","04/2011",6180.33333333333
"7268","157","05/2011",4713.61904761905
"7269","157","06/2011",4724.18181818182
"7270","157","07/2011",4501.85
"7271","157","08/2011",5053.39130434783
"7272","157","09/2011",6554.85714285714
"7273","157","10/2011",6473.19047619048
"7274","157","11/2011",6237.19047619048
"7275","157","12/2011",4486.14285714286
"7276","157","01/2012",5921.28571428571
"7277","157","02/2012",6507.95238095238
"7278","157","03/2012",5980.22727272727
"7279","157","04/2012",6133.52380952381
"7280","157","05/2012",4302.72727272727
"7281","157","06/2012",4436.66666666667
"7282","157","07/2012",4736.66666666667
"7283","157","08/2012",4965.52173913043
"7284","157","09/2012",6754
"7285","157","10/2012",6638.04347826087
"7286","157","11/2012",6427
"7287","157","12/2012",4998.45
"7288","157","01/2013",5914.59090909091
"7289","157","02/2013",7001.9
"7290","157","03/2013",6488.52380952381
"7291","157","04/2013",6676.31818181818
"7292","157","05/2013",5315.45454545455
"7293","157","06/2013",4709
"7294","157","07/2013",4586.27272727273
"7295","157","08/2013",4745.5
"7296","157","09/2013",6650
"7297","157","10/2013",6752.34782608696
"7298","157","11/2013",6379.6
"7299","157","12/2013",5057.19047619048
"7300","157","01/2014",5597
"7301","157","02/2014",7035.5
"7302","157","03/2014",6608
"7303","157","04/2014",6692
"7304","157","05/2014",5201.28571428571
"7305","157","06/2014",4521.04761904762
"7306","157","07/2014",4335.95454545455
"7307","157","08/2014",4812.52380952381
"7308","157","09/2014",6919.57142857143
"7309","157","10/2014",6820.86956521739
"7310","157","11/2014",6717.05263157895
"7311","157","12/2014",4805.09090909091
"7312","157","01/2015",5914.42857142857
"7313","157","02/2015",6636.95
"7314","157","03/2015",6192.04545454545
"7315","157","04/2015",6207.63636363636
"7316","157","05/2015",4670.4
"7317","157","06/2015",4021.77272727273
"7318","157","07/2015",4110.72727272727
"7319","157","08/2015",4691.04761904762
"7320","157","09/2015",6222.42857142857
"7321","157","10/2015",6333.36363636364
"7322","157","11/2015",6156.35
"7323","157","12/2015",4287.04545454545
"7324","157","01/2016",6065.85
"7325","157","02/2016",6812.19047619048
"7326","157","03/2016",6218.82608695652
"7327","157","04/2016",6821.2380952381
"7328","157","05/2016",4755.61904761905
"7329","157","06/2016",4284.54545454545
"7330","157","07/2016",4242.3
"7331","157","08/2016",5052.08695652174
"7332","157","09/2016",6802.04761904762
"7333","157","10/2016",6460.36363636364
"7334","157","11/2016",6255.95238095238
"7335","157","12/2016",4368.61904761905
"7336","157","01/2017",5781.14285714286
"7337","157","02/2017",6245.15
"7338","157","03/2017",5834.65217391304
"7339","157","04/2017",6188.9
"7340","157","05/2017",4573.5
"7341","157","06/2017",4147.54545454545
"7342","157","07/2017",3919.5
"7343","157","08/2017",4285.52173913043
"7344","157","09/2017",6514.3
"7345","157","10/2017",6515.68181818182
"7346","157","11/2017",6334.80952380952
"7347","157","12/2017",4774.8
"7348","165","01/2007",95.3636363636364
"7349","165","02/2007",83.65
"7350","165","03/2007",111.772727272727
"7351","165","04/2007",119.285714285714
"7352","165","05/2007",120.090909090909
"7353","165","06/2007",112.714285714286
"7354","165","07/2007",108.095238095238
"7355","165","08/2007",123.652173913043
"7356","165","09/2007",113.210526315789
"7357","165","10/2007",97.6521739130435
"7358","165","11/2007",88.9523809523809
"7359","165","12/2007",81.1
"7360","165","01/2008",90
"7361","165","02/2008",103.52380952381
"7362","165","03/2008",105.190476190476
"7363","165","04/2008",103.636363636364
"7364","165","05/2008",102.952380952381
"7365","165","06/2008",135.380952380952
"7366","165","07/2008",96.7272727272727
"7367","165","08/2008",83.6190476190476
"7368","165","09/2008",84.7142857142857
"7369","165","10/2008",87.0434782608696
"7370","165","11/2008",85.7368421052632
"7371","165","12/2008",71.8636363636364
"7372","165","01/2009",87.3333333333333
"7373","165","02/2009",94.65
"7374","165","03/2009",80.3181818181818
"7375","165","04/2009",80.6363636363636
"7376","165","05/2009",75.85
"7377","165","06/2009",78.9090909090909
"7378","165","07/2009",82.6818181818182
"7379","165","08/2009",94.7619047619048
"7380","165","09/2009",40.4761904761905
"7381","165","10/2009",68.0909090909091
"7382","165","11/2009",88.15
"7383","165","12/2009",79.5454545454545
"7384","165","01/2010",75.1
"7385","165","02/2010",72.15
"7386","165","03/2010",63.2608695652174
"7387","165","04/2010",61.4090909090909
"7388","165","05/2010",65.8
"7389","165","06/2010",60.1818181818182
"7390","165","07/2010",56.1428571428571
"7391","165","08/2010",62.5
"7392","165","09/2010",70.9047619047619
"7393","165","10/2010",67.6190476190476
"7394","165","11/2010",56.4285714285714
"7395","165","12/2010",55.4782608695652
"7396","165","01/2011",56.9047619047619
"7397","165","02/2011",59.7
"7398","165","03/2011",70.1304347826087
"7399","165","04/2011",71.3333333333333
"7400","165","05/2011",73.4285714285714
"7401","165","06/2011",71.5909090909091
"7402","165","07/2011",66.2
"7403","165","08/2011",65.4347826086957
"7404","165","09/2011",91.5238095238095
"7405","165","10/2011",69.9523809523809
"7406","165","11/2011",73.0476190476191
"7407","165","12/2011",66.8095238095238
"7408","165","01/2012",75.0476190476191
"7409","165","02/2012",71.8095238095238
"7410","165","03/2012",70.0454545454545
"7411","165","04/2012",66.1904761904762
"7412","165","05/2012",77.6363636363636
"7413","165","06/2012",75.8095238095238
"7414","165","07/2012",63.9523809523809
"7415","165","08/2012",76.1304347826087
"7416","165","09/2012",90.4736842105263
"7417","165","10/2012",82.2173913043478
"7418","165","11/2012",80.4285714285714
"7419","165","12/2012",77.3
"7420","165","01/2013",98.9545454545455
"7421","165","02/2013",93.2
"7422","165","03/2013",89.2380952380952
"7423","165","04/2013",85.7727272727273
"7424","165","05/2013",93.9545454545455
"7425","165","06/2013",98.05
"7426","165","07/2013",70.7272727272727
"7427","165","08/2013",88.2272727272727
"7428","165","09/2013",79.95
"7429","165","10/2013",74.7391304347826
"7430","165","11/2013",128.35
"7431","165","12/2013",95.6190476190476
"7432","165","01/2014",93.2727272727273
"7433","165","02/2014",108.05
"7434","165","03/2014",105.571428571429
"7435","165","04/2014",107.818181818182
"7436","165","05/2014",115.238095238095
"7437","165","06/2014",116.619047619048
"7438","165","07/2014",107.727272727273
"7439","165","08/2014",117
"7440","165","09/2014",127.619047619048
"7441","165","10/2014",119.04347826087
"7442","165","11/2014",109.578947368421
"7443","165","12/2014",103.409090909091
"7444","165","01/2015",100.380952380952
"7445","165","02/2015",108.55
"7446","165","03/2015",107
"7447","165","04/2015",116.363636363636
"7448","165","05/2015",126.95
"7449","165","06/2015",144.545454545455
"7450","165","07/2015",111.318181818182
"7451","165","08/2015",128.380952380952
"7452","165","09/2015",149.857142857143
"7453","165","10/2015",126.636363636364
"7454","165","11/2015",121.75
"7455","165","12/2015",126.863636363636
"7456","165","01/2016",113.8
"7457","165","02/2016",114.666666666667
"7458","165","03/2016",113.434782608696
"7459","165","04/2016",113.904761904762
"7460","165","05/2016",116.809523809524
"7461","165","06/2016",119.818181818182
"7462","165","07/2016",120.5
"7463","165","08/2016",114.565217391304
"7464","165","09/2016",125.047619047619
"7465","165","10/2016",127.952380952381
"7466","165","11/2016",106.333333333333
"7467","165","12/2016",114.52380952381
"7468","165","01/2017",115.904761904762
"7469","165","02/2017",118.45
"7470","165","03/2017",107.913043478261
"7471","165","04/2017",104.1
"7472","165","05/2017",97.9090909090909
"7473","165","06/2017",113.5
"7474","165","07/2017",111
"7475","165","08/2017",116.173913043478
"7476","165","09/2017",133.3
"7477","165","10/2017",140.5
"7478","165","11/2017",140.809523809524
"7479","165","12/2017",136.7
"7480","168","11/2001",20.5
"7481","168","01/2002",22
"7482","168","02/2002",67.5
"7483","168","03/2002",69.4230769230769
"7484","168","04/2002",72.3076923076923
"7485","168","05/2002",87.5769230769231
"7486","168","06/2002",78.48
"7487","168","07/2002",88.0769230769231
"7488","168","08/2002",84.4814814814815
"7489","168","09/2002",97.2083333333333
"7490","168","10/2002",126.185185185185
"7491","168","11/2002",113.583333333333
"7492","168","12/2002",111
"7493","168","01/2003",126.038461538462
"7494","168","02/2003",104.791666666667
"7495","168","03/2003",88.4615384615385
"7496","168","04/2003",103.076923076923
"7497","168","05/2003",95.8846153846154
"7498","168","06/2003",94.375
"7499","168","07/2003",78.5909090909091
"7500","168","08/2003",92.4761904761905
"7501","168","09/2003",114.047619047619
"7502","168","10/2003",86.1304347826087
"7503","168","11/2003",77.6315789473684
"7504","168","12/2003",82.0952380952381
"7505","168","01/2004",87.0952380952381
"7506","168","02/2004",93.6
"7507","168","03/2004",88.3478260869565
"7508","168","04/2004",80.9545454545455
"7509","168","05/2004",66.3
"7510","168","06/2004",84.6363636363636
"7511","168","07/2004",70.6666666666667
"7512","168","08/2004",51.5454545454545
"7513","168","09/2004",64.7619047619048
"7514","168","10/2004",72.6190476190476
"7515","168","11/2004",63.7
"7516","168","12/2004",53.5652173913044
"7517","168","01/2005",85.3809523809524
"7518","168","02/2005",76.8
"7519","168","03/2005",59.1739130434783
"7520","168","04/2005",59.4285714285714
"7521","168","05/2005",71.8571428571429
"7522","168","06/2005",63.9090909090909
"7523","168","07/2005",53.85
"7524","168","08/2005",55.4347826086956
"7525","168","09/2005",63.3809523809524
"7526","168","10/2005",70.3809523809524
"7527","168","11/2005",69.2380952380952
"7528","168","12/2005",65.0416666666667
"7529","168","01/2006",78.6190476190476
"7530","168","02/2006",88.4
"7531","168","03/2006",75.8260869565217
"7532","168","04/2006",73.55
"7533","168","05/2006",82.0909090909091
"7534","168","06/2006",83.0454545454545
"7535","168","07/2006",98
"7536","168","08/2006",69.2352941176471
"7537","168","09/2006",101.65
"7538","168","10/2006",101.954545454545
"7539","168","11/2006",109.95
"7540","168","12/2006",95.1304347826087
"7541","168","01/2007",79.0909090909091
"7542","168","02/2007",79.05
"7543","168","03/2007",78.0909090909091
"7544","168","04/2007",79.7142857142857
"7545","168","05/2007",80.0454545454545
"7546","168","06/2007",76.8571428571429
"7547","168","07/2007",76.4761904761905
"7548","168","08/2007",78.9130434782609
"7549","168","09/2007",75.4736842105263
"7550","168","10/2007",79.5652173913043
"7551","168","11/2007",85.1428571428571
"7552","168","12/2007",73.0476190476191
"7553","168","01/2008",73.5
"7554","168","02/2008",71.5238095238095
"7555","168","03/2008",73.0476190476191
"7556","168","04/2008",84.1363636363636
"7557","168","05/2008",74.8571428571429
"7558","168","06/2008",70.4761904761905
"7559","168","07/2008",77.4545454545455
"7560","168","08/2008",69.4761904761905
"7561","168","09/2008",55.2380952380952
"7562","168","10/2008",57.2608695652174
"7563","168","11/2008",50.1578947368421
"7564","168","12/2008",53.0909090909091
"7565","168","01/2009",54.1904761904762
"7566","168","02/2009",53
"7567","168","03/2009",50.0454545454545
"7568","168","04/2009",55.5
"7569","168","05/2009",52.55
"7570","168","06/2009",51.5454545454545
"7571","168","07/2009",44.3478260869565
"7572","168","08/2009",47.2857142857143
"7573","168","09/2009",50.0952380952381
"7574","168","10/2009",48.5
"7575","168","11/2009",50.3
"7576","168","12/2009",51.2727272727273
"7577","168","01/2010",48.2
"7578","168","02/2010",52.6
"7579","168","03/2010",46.7272727272727
"7580","168","04/2010",53.9545454545455
"7581","168","05/2010",48.3
"7582","169","01/2001",757.846153846154
"7583","169","02/2001",723.5
"7584","169","03/2001",635.703703703704
"7585","169","04/2001",677.12
"7586","169","05/2001",720.307692307692
"7587","169","06/2001",672.5
"7588","169","07/2001",779.4
"7589","169","08/2001",812.62962962963
"7590","169","09/2001",616.291666666667
"7591","169","10/2001",789.185185185185
"7592","169","11/2001",762.692307692308
"7593","169","12/2001",470.24
"7594","169","01/2002",431.461538461538
"7595","169","02/2002",414.708333333333
"7596","169","03/2002",375.538461538462
"7597","169","04/2002",408.653846153846
"7598","169","05/2002",414.346153846154
"7599","169","06/2002",405.4
"7600","169","07/2002",518.37037037037
"7601","169","08/2002",554.518518518518
"7602","169","09/2002",460.625
"7603","169","10/2002",470.740740740741
"7604","169","11/2002",462.92
"7605","169","12/2002",469.4
"7606","169","01/2003",565.923076923077
"7607","169","02/2003",382.75
"7608","169","03/2003",356.807692307692
"7609","169","04/2003",388.769230769231
"7610","169","05/2003",413.038461538462
"7611","169","06/2003",410.64
"7612","169","07/2003",425.296296296296
"7613","169","08/2003",428.28
"7614","169","09/2003",447.272727272727
"7615","169","10/2003",488.375
"7616","169","11/2003",419.571428571429
"7617","169","12/2003",238.291666666667
"7618","169","01/2004",204.5
"7619","169","02/2004",194.55
"7620","169","03/2004",149.791666666667
"7621","169","04/2004",170.35
"7622","169","05/2004",218.521739130435
"7623","169","06/2004",354.076923076923
"7624","169","07/2004",280.173913043478
"7625","169","08/2004",258.227272727273
"7626","169","09/2004",253.217391304348
"7627","169","10/2004",182.857142857143
"7628","169","11/2004",189.090909090909
"7629","169","12/2004",228.692307692308
"7630","169","01/2005",259.954545454545
"7631","169","02/2005",254.857142857143
"7632","169","03/2005",277.28
"7633","169","04/2005",310.545454545455
"7634","169","05/2005",334.772727272727
"7635","169","06/2005",243.272727272727
"7636","169","07/2005",161.761904761905
"7637","169","08/2005",136.72
"7638","169","09/2005",185.714285714286
"7639","169","10/2005",281.391304347826
"7640","169","11/2005",262.391304347826
"7641","169","12/2005",235.166666666667
"7642","169","01/2006",265.363636363636
"7643","169","02/2006",247.304347826087
"7644","169","03/2006",285.416666666667
"7645","169","04/2006",219.666666666667
"7646","169","05/2006",274.818181818182
"7647","169","06/2006",248
"7648","169","07/2006",194.714285714286
"7649","169","08/2006",143.416666666667
"7650","169","09/2006",262.95
"7651","169","10/2006",275.782608695652
"7652","169","11/2006",242.25
"7653","169","12/2006",236
"7654","169","01/2007",341.88
"7655","169","02/2007",305.458333333333
"7656","169","03/2007",317.925925925926
"7657","169","04/2007",309.36
"7658","169","05/2007",338.384615384615
"7659","169","06/2007",308.692307692308
"7660","169","07/2007",330.92
"7661","169","08/2007",336.444444444444
"7662","169","09/2007",303.695652173913
"7663","169","10/2007",362.37037037037
"7664","169","11/2007",347.16
"7665","169","12/2007",303.6
"7666","169","01/2008",277.72
"7667","169","02/2008",254.695652173913
"7668","169","03/2008",281.44
"7669","169","04/2008",279.44
"7670","169","05/2008",280.730769230769
"7671","169","06/2008",287.88
"7672","169","07/2008",317.2
"7673","169","08/2008",342.384615384615
"7674","169","09/2008",336.583333333333
"7675","169","10/2008",364.185185185185
"7676","169","11/2008",355.090909090909
"7677","169","12/2008",341.304347826087
"7678","169","01/2009",339.115384615385
"7679","169","02/2009",316.875
"7680","169","03/2009",323.307692307692
"7681","169","04/2009",334.923076923077
"7682","169","05/2009",291.32
"7683","169","06/2009",330.730769230769
"7684","169","07/2009",329.962962962963
"7685","169","08/2009",304.153846153846
"7686","169","09/2009",309.04
"7687","169","10/2009",327.923076923077
"7688","169","11/2009",308.291666666667
"7689","169","12/2009",315.24
"7690","169","01/2010",283.958333333333
"7691","169","02/2010",268.916666666667
"7692","169","03/2010",268.851851851852
"7693","169","04/2010",275.846153846154
"7694","169","05/2010",249.72
"7695","169","06/2010",281.653846153846
"7696","169","07/2010",311.653846153846
"7697","169","08/2010",330.076923076923
"7698","169","09/2010",344.56
"7699","169","10/2010",349.538461538462
"7700","169","11/2010",345.375
"7701","169","12/2010",316.576923076923
"7702","169","01/2011",323.48
"7703","169","02/2011",279.375
"7704","169","03/2011",316.62962962963
"7705","169","04/2011",295.307692307692
"7706","169","05/2011",300.04
"7707","169","06/2011",319.961538461538
"7708","169","07/2011",304.92
"7709","169","08/2011",337.62962962963
"7710","169","09/2011",305.318181818182
"7711","169","10/2011",346.190476190476
"7712","169","11/2011",358.238095238095
"7713","169","12/2011",348.952380952381
"7714","169","01/2012",332.285714285714
"7715","169","02/2012",344.190476190476
"7716","169","03/2012",342.318181818182
"7717","169","04/2012",357.952380952381
"7718","169","05/2012",362.227272727273
"7719","169","06/2012",343
"7720","169","07/2012",317.04
"7721","169","08/2012",319.555555555556
"7722","169","09/2012",315.625
"7723","169","10/2012",370.037037037037
"7724","169","11/2012",352.5
"7725","169","12/2012",304.666666666667
"7726","169","01/2013",312.038461538462
"7727","169","02/2013",291.333333333333
"7728","169","03/2013",280
"7729","169","04/2013",169.5
"7730","169","05/2013",159.5
"7731","169","06/2013",153.68
"7732","169","07/2013",163.961538461538
"7733","169","08/2013",154.777777777778
"7734","169","09/2013",153.791666666667
"7735","169","10/2013",191.653846153846
"7736","169","11/2013",180.24
"7737","169","12/2013",177.6
"7738","169","01/2014",138.961538461538
"7739","169","02/2014",162.083333333333
"7740","169","03/2014",169
"7741","169","04/2014",197.28
"7742","169","05/2014",181.230769230769
"7743","169","06/2014",177.72
"7744","169","07/2014",206.2
"7745","169","08/2014",200.730769230769
"7746","169","09/2014",208.76
"7747","169","10/2014",213.481481481481
"7748","169","11/2014",205.24
"7749","169","12/2014",188.769230769231
"7750","169","01/2015",188.653846153846
"7751","169","02/2015",179.208333333333
"7752","169","03/2015",179.153846153846
"7753","169","04/2015",196.8
"7754","169","05/2015",180.32
"7755","169","06/2015",189.769230769231
"7756","169","07/2015",199.555555555556
"7757","169","08/2015",181.192307692308
"7758","169","09/2015",198.96
"7759","169","10/2015",187.740740740741
"7760","169","11/2015",181.36
"7761","169","12/2015",189.96
"7762","169","01/2016",166.583333333333
"7763","169","02/2016",164.2
"7764","169","03/2016",170.296296296296
"7765","169","04/2016",160.692307692308
"7766","169","05/2016",157.76
"7767","169","06/2016",163.923076923077
"7768","169","07/2016",173.2
"7769","169","08/2016",177.111111111111
"7770","169","09/2016",173.32
"7771","169","10/2016",169.730769230769
"7772","169","11/2016",178.115384615385
"7773","169","12/2016",196.52380952381
"7774","169","01/2017",183.809523809524
"7775","169","02/2017",152.791666666667
"7776","169","03/2017",161
"7777","169","04/2017",153.44
"7778","169","05/2017",152.423076923077
"7779","169","06/2017",174.04
"7780","169","07/2017",157.96
"7781","169","08/2017",170.444444444444
"7782","169","09/2017",191.24
"7783","169","10/2017",200.730769230769
"7784","169","11/2017",220.28
"7785","169","12/2017",221.458333333333
"7786","17","01/2001",514.545454545455
"7787","17","02/2001",531.8
"7788","17","03/2001",578
"7789","17","04/2001",648.952380952381
"7790","17","05/2001",595.363636363636
"7791","17","06/2001",508.571428571429
"7792","17","07/2001",476.190476190476
"7793","17","08/2001",436
"7794","17","09/2001",687.947368421053
"7795","17","10/2001",797.869565217391
"7796","17","11/2001",673.857142857143
"7797","17","12/2001",641.25
"7798","17","01/2002",624
"7799","17","02/2002",618.75
"7800","17","03/2002",589.142857142857
"7801","17","04/2002",534.454545454545
"7802","17","05/2002",532.045454545455
"7803","17","06/2002",483
"7804","17","07/2002",405.863636363636
"7805","17","08/2002",401.318181818182
"7806","17","09/2002",540.45
"7807","17","10/2002",537.347826086957
"7808","17","11/2002",552.1
"7809","17","12/2002",490.190476190476
"7810","17","01/2003",514.318181818182
"7811","17","02/2003",533.8
"7812","17","03/2003",488.380952380952
"7813","17","04/2003",447.545454545455
"7814","17","05/2003",549.952380952381
"7815","17","06/2003",466.047619047619
"7816","17","07/2003",578.636363636364
"7817","17","08/2003",569.714285714286
"7818","17","09/2003",534.142857142857
