"","Date","rides"
"1050",2003-11-16,378935
"1051",2003-11-17,994224
"1052",2003-11-18,878990
"1053",2003-11-19,1007529
"1054",2003-11-20,1001655
"1055",2003-11-21,1000514
"1056",2003-11-22,606193
"1057",2003-11-23,350216
"1058",2003-11-24,894608
"1059",2003-11-25,941894
"1060",2003-11-26,926463
"1061",2003-11-27,290681
"1062",2003-11-28,556100
"1063",2003-11-29,481657
"1064",2003-11-30,375962
"1065",2003-12-01,993928
"1066",2003-12-02,981024
"1067",2003-12-03,998690
"1068",2003-12-04,958568
"1069",2003-12-05,965712
"1070",2003-12-06,585765
"1071",2003-12-07,391881
"1072",2003-12-08,971337
"1073",2003-12-09,955357
"1074",2003-12-10,940283
"1075",2003-12-11,933532
"1076",2003-12-12,909199
"1077",2003-12-13,543351
"1078",2003-12-14,366988
"1079",2003-12-15,932224
"1080",2003-12-16,921961
"1081",2003-12-17,922223
"1082",2003-12-18,913675
"1083",2003-12-19,923106
"1084",2003-12-20,561272
"1085",2003-12-21,412629
"1086",2003-12-22,793198
"1087",2003-12-23,767458
"1088",2003-12-24,608318
"1089",2003-12-25,245670
"1090",2003-12-26,603650
"1091",2003-12-27,504727
"1092",2003-12-28,356486
"1093",2003-12-29,728775
"1094",2003-12-30,722337
"1095",2003-12-31,675876
"1096",2004-01-01,297308
"1097",2004-01-02,752191
"1098",2004-01-03,558994
"1099",2004-01-04,301985
"1100",2004-01-05,890494
"1101",2004-01-06,783255
"1102",2004-01-07,847272
"1103",2004-01-08,901577
"1104",2004-01-09,923157
"1105",2004-01-10,524471
"1106",2004-01-11,365304
"1107",2004-01-12,978743
"1108",2004-01-13,973059
"1109",2004-01-14,951918
"1110",2004-01-15,958125
"1111",2004-01-16,966839
"1112",2004-01-17,532253
"1113",2004-01-18,340184
"1114",2004-01-19,555923
"1115",2004-01-20,935967
"1116",2004-01-21,945291
"1117",2004-01-22,852166
"1118",2004-01-23,899329
"1119",2004-01-24,519917
"1120",2004-01-25,341581
"1121",2004-01-26,921125
"1122",2004-01-27,903033
"1123",2004-01-28,884506
"1124",2004-01-29,852932
"1125",2004-01-30,753566
"1126",2004-01-31,530083
"1127",2004-02-01,351889
"1128",2004-02-02,912161
"1129",2004-02-03,953793
"1130",2004-02-04,944624
"1131",2004-02-05,928062
"1132",2004-02-06,932735
"1133",2004-02-07,549474
"1134",2004-02-08,366673
"1135",2004-02-09,943382
"1136",2004-02-10,939660
"1137",2004-02-11,952113
"1138",2004-02-12,789558
"1139",2004-02-13,951472
"1140",2004-02-14,606835
"1141",2004-02-15,367035
"1142",2004-02-16,681532
"1143",2004-02-17,963845
"1144",2004-02-18,954577
"1145",2004-02-19,967061
"1146",2004-02-20,928782
"1147",2004-02-21,582588
"1148",2004-02-22,398320
"1149",2004-02-23,951028
"1150",2004-02-24,939499
"1151",2004-02-25,962753
"1152",2004-02-26,965896
"1153",2004-02-27,977806
"1154",2004-02-28,605804
"1155",2004-02-29,409785
"1156",2004-03-01,824307
"1157",2004-03-02,987808
"1158",2004-03-03,1002379
"1159",2004-03-04,932340
"1160",2004-03-05,933460
"1161",2004-03-06,597884
"1162",2004-03-07,365843
"1163",2004-03-08,962040
"1164",2004-03-09,960481
"1165",2004-03-10,967875
"1166",2004-03-11,923018
"1167",2004-03-12,937076
"1168",2004-03-13,584788
"1169",2004-03-14,374087
"1170",2004-03-15,948991
"1171",2004-03-16,939076
"1172",2004-03-17,925687
"1173",2004-03-18,929715
"1174",2004-03-19,983452
"1175",2004-03-20,602966
"1176",2004-03-21,364122
"1177",2004-03-22,936639
"1178",2004-03-23,962601
"1179",2004-03-24,913476
"1180",2004-03-25,943670
"1181",2004-03-26,854349
"1182",2004-03-27,583322
"1183",2004-03-28,375083
"1184",2004-03-29,945396
"1185",2004-03-30,946703
"1186",2004-03-31,937365
"1187",2004-04-01,997193
"1188",2004-04-02,1009875
"1189",2004-04-03,630033
"1190",2004-04-04,404763
"1191",2004-04-05,965859
"1192",2004-04-06,973038
"1193",2004-04-07,970755
"1194",2004-04-08,963322
"1195",2004-04-09,796707
"1196",2004-04-10,565934
"1197",2004-04-11,369221
"1198",2004-04-12,803143
"1199",2004-04-13,828231
"1200",2004-04-14,854416
"1201",2004-04-15,859846
"1202",2004-04-16,855796
"1203",2004-04-17,594034
"1204",2004-04-18,419181
"1205",2004-04-19,947229
"1206",2004-04-20,929755
"1207",2004-04-21,938235
"1208",2004-04-22,900532
"1209",2004-04-23,973863
"1210",2004-04-24,567264
"1211",2004-04-25,371151
"1212",2004-04-26,957045
"1213",2004-04-27,979330
"1214",2004-04-28,910136
"1215",2004-04-29,906138
"1216",2004-04-30,984178
"1217",2004-05-01,575252
"1218",2004-05-02,414862
"1219",2004-05-03,1024874
"1220",2004-05-04,1022372
"1221",2004-05-05,1016095
"1222",2004-05-06,990556
"1223",2004-05-07,956547
"1224",2004-05-08,626206
"1225",2004-05-09,435785
"1226",2004-05-10,936006
"1227",2004-05-11,961542
"1228",2004-05-12,941579
"1229",2004-05-13,925482
"1230",2004-05-14,897232
"1231",2004-05-15,611884
"1232",2004-05-16,415256
"1233",2004-05-17,956486
"1234",2004-05-18,953896
"1235",2004-05-19,1007426
"1236",2004-05-20,966104
"1237",2004-05-21,942854
"1238",2004-05-22,569811
"1239",2004-05-23,393725
"1240",2004-05-24,960530
"1241",2004-05-25,964254
"1242",2004-05-26,966973
"1243",2004-05-27,956760
"1244",2004-05-28,973960
"1245",2004-05-29,553165
"1246",2004-05-30,324892
"1247",2004-05-31,348764
"1248",2004-06-01,985776
"1249",2004-06-02,991044
"1250",2004-06-03,1033180
"1251",2004-06-04,1026623
"1252",2004-06-05,661344
"1253",2004-06-06,431697
"1254",2004-06-07,971945
"1255",2004-06-08,982934
"1256",2004-06-09,964870
"1257",2004-06-10,922844
"1258",2004-06-11,947429
"1259",2004-06-12,623114
"1260",2004-06-13,416925
"1261",2004-06-14,944463
"1262",2004-06-15,969561
"1263",2004-06-16,945995
"1264",2004-06-17,934561
"1265",2004-06-18,941136
"1266",2004-06-19,619175
"1267",2004-06-20,426227
"1268",2004-06-21,780320
"1269",2004-06-22,954722
"1270",2004-06-23,855021
"1271",2004-06-24,825143
"1272",2004-06-25,890458
"1273",2004-06-26,608671
"1274",2004-06-27,426311
"1275",2004-06-28,848042
"1276",2004-06-29,906222
"1277",2004-06-30,898656
"1278",2004-07-01,948744
"1279",2004-07-02,932382
"1280",2004-07-03,581448
"1281",2004-07-04,439415
"1282",2004-07-05,416156
"1283",2004-07-06,874360
"1284",2004-07-07,882020
"1285",2004-07-08,906133
"1286",2004-07-09,866256
"1287",2004-07-10,590818
"1288",2004-07-11,413667
"1289",2004-07-12,880100
"1290",2004-07-13,872568
"1291",2004-07-14,904015
"1292",2004-07-15,907924
"1293",2004-07-16,895066
"1294",2004-07-17,618330
"1295",2004-07-18,435972
"1296",2004-07-19,895242
"1297",2004-07-20,892697
"1298",2004-07-21,855181
"1299",2004-07-22,854887
"1300",2004-07-23,908196
"1301",2004-07-24,580056
"1302",2004-07-25,421015
"1303",2004-07-26,848303
"1304",2004-07-27,881714
"1305",2004-07-28,881129
"1306",2004-07-29,877530
"1307",2004-07-30,914262
"1308",2004-07-31,641932
"1309",2004-08-01,452512
"1310",2004-08-02,878156
"1311",2004-08-03,930153
"1312",2004-08-04,865522
"1313",2004-08-05,914468
"1314",2004-08-06,915338
"1315",2004-08-07,606335
"1316",2004-08-08,427737
"1317",2004-08-09,862791
"1318",2004-08-10,855754
"1319",2004-08-11,844646
"1320",2004-08-12,832238
"1321",2004-08-13,884084
"1322",2004-08-14,652730
"1323",2004-08-15,426280
"1324",2004-08-16,833138
"1325",2004-08-17,844720
"1326",2004-08-18,842310
"1327",2004-08-19,858684
"1328",2004-08-20,865890
"1329",2004-08-21,655983
"1330",2004-08-22,471818
"1331",2004-08-23,853622
"1332",2004-08-24,816553
"1333",2004-08-25,828768
"1334",2004-08-26,858474
"1335",2004-08-27,876187
"1336",2004-08-28,544887
"1337",2004-08-29,405060
"1338",2004-08-30,879110
"1339",2004-08-31,895842
"1340",2004-09-01,969802
"1341",2004-09-02,948962
"1342",2004-09-03,972731
"1343",2004-09-04,650500
"1344",2004-09-05,463049
"1345",2004-09-06,407544
"1346",2004-09-07,1045205
"1347",2004-09-08,1045925
"1348",2004-09-09,1041974
"1349",2004-09-10,1048614
"1350",2004-09-11,634305
"1351",2004-09-12,445846
"1352",2004-09-13,1039347
"1353",2004-09-14,1043515
"1354",2004-09-15,1021713
"1355",2004-09-16,1026938
"1356",2004-09-17,1041937
"1357",2004-09-18,634178
"1358",2004-09-19,431952
"1359",2004-09-20,1033727
"1360",2004-09-21,1047738
"1361",2004-09-22,1028822
"1362",2004-09-23,1041309
"1363",2004-09-24,1033465
"1364",2004-09-25,625369
"1365",2004-09-26,422092
"1366",2004-09-27,1021833
"1367",2004-09-28,1029961
"1368",2004-09-29,1022083
"1369",2004-09-30,1023494
"1370",2004-10-01,1088430
"1371",2004-10-02,680722
"1372",2004-10-03,446993
"1373",2004-10-04,1065023
"1374",2004-10-05,1056174
"1375",2004-10-06,1044333
"1376",2004-10-07,1057441
"1377",2004-10-08,989316
"1378",2004-10-09,655487
"1379",2004-10-10,418495
"1380",2004-10-11,794561
"1381",2004-10-12,1044127
"1382",2004-10-13,1036612
"1383",2004-10-14,1034942
"1384",2004-10-15,1026604
"1385",2004-10-16,621118
"1386",2004-10-17,440531
"1387",2004-10-18,992649
"1388",2004-10-19,1016090
"1389",2004-10-20,1019206
"1390",2004-10-21,1048917
"1391",2004-10-22,1039043
"1392",2004-10-23,594968
"1393",2004-10-24,435126
"1394",2004-10-25,1023150
"1395",2004-10-26,1018644
"1396",2004-10-27,1029198
"1397",2004-10-28,1030019
"1398",2004-10-29,1020656
"1399",2004-10-30,591527
"1400",2004-10-31,426912
"1401",2004-11-01,949141
"1402",2004-11-02,909063
"1403",2004-11-03,1071213
"1404",2004-11-04,1011526
"1405",2004-11-05,1057969
"1406",2004-11-06,644291
"1407",2004-11-07,425047
"1408",2004-11-08,1027297
"1409",2004-11-09,1030441
"1410",2004-11-10,1038035
"1411",2004-11-11,810615
"1412",2004-11-12,919593
"1413",2004-11-13,621309
"1414",2004-11-14,410631
"1415",2004-11-15,1000777
"1416",2004-11-16,1020991
"1417",2004-11-17,1011974
"1418",2004-11-18,946380
"1419",2004-11-19,1015635
"1420",2004-11-20,626009
"1421",2004-11-21,425691
"1422",2004-11-22,1011842
"1423",2004-11-23,1015420
"1424",2004-11-24,832389
"1425",2004-11-25,285907
"1426",2004-11-26,589734
"1427",2004-11-27,471958
"1428",2004-11-28,382961
"1429",2004-11-29,958522
"1430",2004-11-30,966120
"1431",2004-12-01,1027827
"1432",2004-12-02,1014621
"1433",2004-12-03,1054921
"1434",2004-12-04,634681
"1435",2004-12-05,422995
"1436",2004-12-06,997150
"1437",2004-12-07,944457
"1438",2004-12-08,1013493
"1439",2004-12-09,1003278
"1440",2004-12-10,1006577
"1441",2004-12-11,600061
"1442",2004-12-12,385968
"1443",2004-12-13,920214
"1444",2004-12-14,929040
"1445",2004-12-15,967736
"1446",2004-12-16,967540
"1447",2004-12-17,975636
"1448",2004-12-18,583941
"1449",2004-12-19,318262
"1450",2004-12-20,723591
"1451",2004-12-21,780806
"1452",2004-12-22,723016
"1453",2004-12-23,668691
"1454",2004-12-24,424602
"1455",2004-12-25,211841
"1456",2004-12-26,324782
"1457",2004-12-27,647986
"1458",2004-12-28,695592
"1459",2004-12-29,723371
"1460",2004-12-30,736408
"1461",2004-12-31,631709
"1462",2005-01-01,331828
"1463",2005-01-02,371868
"1464",2005-01-03,892426
"1465",2005-01-04,967022
"1466",2005-01-05,849067
"1467",2005-01-06,860648
"1468",2005-01-07,912670
"1469",2005-01-08,532255
"1470",2005-01-09,356240
"1471",2005-01-10,976124
"1472",2005-01-11,951252
"1473",2005-01-12,965483
"1474",2005-01-13,928934
"1475",2005-01-14,892477
"1476",2005-01-15,480047
"1477",2005-01-16,312558
"1478",2005-01-17,538031
"1479",2005-01-18,904833
"1480",2005-01-19,944196
"1481",2005-01-20,931598
"1482",2005-01-21,966136
"1483",2005-01-22,419298
"1484",2005-01-23,342586
"1485",2005-01-24,954644
"1486",2005-01-25,989924
"1487",2005-01-26,943616
"1488",2005-01-27,952741
"1489",2005-01-28,854525
"1490",2005-01-29,557334
"1491",2005-01-30,383899
"1492",2005-01-31,987796
"1493",2005-02-01,1046185
"1494",2005-02-02,1041197
"1495",2005-02-03,1058370
"1496",2005-02-04,1058377
"1497",2005-02-05,667509
"1498",2005-02-06,410600
"1499",2005-02-07,983404
"1500",2005-02-08,1003147
"1501",2005-02-09,987200
"1502",2005-02-10,1009642
"1503",2005-02-11,996245
"1504",2005-02-12,663633
"1505",2005-02-13,382995
"1506",2005-02-14,1011889
"1507",2005-02-15,976873
"1508",2005-02-16,1000338
"1509",2005-02-17,978994
"1510",2005-02-18,979827
"1511",2005-02-19,616111
"1512",2005-02-20,362414
"1513",2005-02-21,721202
"1514",2005-02-22,1000067
"1515",2005-02-23,993397
"1516",2005-02-24,978051
"1517",2005-02-25,999456
"1518",2005-02-26,601450
"1519",2005-02-27,383755
"1520",2005-02-28,939344
"1521",2005-03-01,1006939
"1522",2005-03-02,981046
"1523",2005-03-03,1026693
"1524",2005-03-04,1023335
"1525",2005-03-05,623390
"1526",2005-03-06,446486
"1527",2005-03-07,812792
"1528",2005-03-08,1005308
"1529",2005-03-09,992355
"1530",2005-03-10,939182
"1531",2005-03-11,991887
"1532",2005-03-12,579972
"1533",2005-03-13,390162
"1534",2005-03-14,976613
"1535",2005-03-15,1013978
"1536",2005-03-16,1008225
"1537",2005-03-17,987186
"1538",2005-03-18,1014169
"1539",2005-03-19,607281
"1540",2005-03-20,412268
"1541",2005-03-21,845629
"1542",2005-03-22,858829
"1543",2005-03-23,835429
"1544",2005-03-24,843023
"1545",2005-03-25,715277
"1546",2005-03-26,547426
"1547",2005-03-27,388405
"1548",2005-03-28,965530
"1549",2005-03-29,999014
"1550",2005-03-30,939128
"1551",2005-03-31,962454
"1552",2005-04-01,1046341
"1553",2005-04-02,660320
"1554",2005-04-03,437581
"1555",2005-04-04,1030790
"1556",2005-04-05,1043456
"1557",2005-04-06,1002431
"1558",2005-04-07,998472
"1559",2005-04-08,1030591
"1560",2005-04-09,642607
"1561",2005-04-10,437848
"1562",2005-04-11,1010712
"1563",2005-04-12,934637
"1564",2005-04-13,1014035
"1565",2005-04-14,1023920
"1566",2005-04-15,951001
"1567",2005-04-16,635101
"1568",2005-04-17,425175
"1569",2005-04-18,1012721
"1570",2005-04-19,1007925
"1571",2005-04-20,960772
"1572",2005-04-21,950777
"1573",2005-04-22,923232
"1574",2005-04-23,539047
"1575",2005-04-24,396809
"1576",2005-04-25,999741
"1577",2005-04-26,996949
"1578",2005-04-27,929599
"1579",2005-04-28,940210
"1580",2005-04-29,1032934
"1581",2005-04-30,630220
"1582",2005-05-01,404662
"1583",2005-05-02,996792
"1584",2005-05-03,1040810
"1585",2005-05-04,1032766
"1586",2005-05-05,1040717
"1587",2005-05-06,1023099
"1588",2005-05-07,608032
"1589",2005-05-08,437685
"1590",2005-05-09,957226
"1591",2005-05-10,1030619
"1592",2005-05-11,904443
"1593",2005-05-12,971320
"1594",2005-05-13,977489
"1595",2005-05-14,612470
"1596",2005-05-15,396822
"1597",2005-05-16,1001690
"1598",2005-05-17,1008732
"1599",2005-05-18,1000535
"1600",2005-05-19,947846
"1601",2005-05-20,1023938
"1602",2005-05-21,645459
"1603",2005-05-22,432921
"1604",2005-05-23,994953
"1605",2005-05-24,1014495
"1606",2005-05-25,998988
"1607",2005-05-26,991548
"1608",2005-05-27,982887
"1609",2005-05-28,581032
"1610",2005-05-29,412886
"1611",2005-05-30,402079
"1612",2005-05-31,966325
"1613",2005-06-01,1038377
"1614",2005-06-02,1012027
"1615",2005-06-03,1046964
"1616",2005-06-04,616071
"1617",2005-06-05,446210
"1618",2005-06-06,1008590
"1619",2005-06-07,999913
"1620",2005-06-08,980327
"1621",2005-06-09,996806
"1622",2005-06-10,993946
"1623",2005-06-11,643085
"1624",2005-06-12,443678
"1625",2005-06-13,969446
"1626",2005-06-14,953594
"1627",2005-06-15,937673
"1628",2005-06-16,927005
"1629",2005-06-17,994627
"1630",2005-06-18,633622
"1631",2005-06-19,455996
"1632",2005-06-20,876593
"1633",2005-06-21,887286
"1634",2005-06-22,885885
"1635",2005-06-23,884528
"1636",2005-06-24,864750
"1637",2005-06-25,619016
"1638",2005-06-26,451273
"1639",2005-06-27,864397
"1640",2005-06-28,865596
"1641",2005-06-29,865633
"1642",2005-06-30,873760
"1643",2005-07-01,941019
"1644",2005-07-02,677946
"1645",2005-07-03,553260
"1646",2005-07-04,411431
"1647",2005-07-05,911350
"1648",2005-07-06,922888
"1649",2005-07-07,926545
"1650",2005-07-08,946779
"1651",2005-07-09,617930
"1652",2005-07-10,441268
"1653",2005-07-11,910158
"1654",2005-07-12,905616
"1655",2005-07-13,919465
"1656",2005-07-14,933113
"1657",2005-07-15,933773
"1658",2005-07-16,635223
"1659",2005-07-17,436457
"1660",2005-07-18,899680
"1661",2005-07-19,933606
"1662",2005-07-20,884240
"1663",2005-07-21,917862
"1664",2005-07-22,940760
"1665",2005-07-23,598747
"1666",2005-07-24,391982
"1667",2005-07-25,848450
"1668",2005-07-26,872740
"1669",2005-07-27,927230
"1670",2005-07-28,918509
"1671",2005-07-29,925702
"1672",2005-07-30,632617
"1673",2005-07-31,440184
"1674",2005-08-01,950696
"1675",2005-08-02,934968
"1676",2005-08-03,947198
"1677",2005-08-04,938419
"1678",2005-08-05,960887
"1679",2005-08-06,642364
"1680",2005-08-07,454041
"1681",2005-08-08,905478
"1682",2005-08-09,916407
"1683",2005-08-10,910185
"1684",2005-08-11,855228
"1685",2005-08-12,925374
"1686",2005-08-13,601619
"1687",2005-08-14,435584
"1688",2005-08-15,889265
"1689",2005-08-16,900604
"1690",2005-08-17,904539
"1691",2005-08-18,850945
"1692",2005-08-19,932105
"1693",2005-08-20,653248
"1694",2005-08-21,507789
"1695",2005-08-22,896277
"1696",2005-08-23,902441
"1697",2005-08-24,905969
"1698",2005-08-25,903353
"1699",2005-08-26,911577
"1700",2005-08-27,627599
"1701",2005-08-28,444154
"1702",2005-08-29,919665
"1703",2005-08-30,928197
"1704",2005-08-31,925465
"1705",2005-09-01,1016213
"1706",2005-09-02,1011937
"1707",2005-09-03,696540
"1708",2005-09-04,502733
"1709",2005-09-05,466770
"1710",2005-09-06,1088481
"1711",2005-09-07,1087889
"1712",2005-09-08,1086475
"1713",2005-09-09,1088238
"1714",2005-09-10,658359
"1715",2005-09-11,458285
"1716",2005-09-12,1084940
"1717",2005-09-13,1076573
"1718",2005-09-14,1069733
"1719",2005-09-15,1066706
"1720",2005-09-16,1057225
"1721",2005-09-17,672109
"1722",2005-09-18,471382
"1723",2005-09-19,1030196
"1724",2005-09-20,1088125
"1725",2005-09-21,1082571
"1726",2005-09-22,1042534
"1727",2005-09-23,1064856
"1728",2005-09-24,628947
"1729",2005-09-25,425909
"1730",2005-09-26,1046383
"1731",2005-09-27,1087281
"1732",2005-09-28,1017136
"1733",2005-09-29,1062955
"1734",2005-09-30,1111467
"1735",2005-10-01,705055
"1736",2005-10-02,447915
"1737",2005-10-03,1130846
"1738",2005-10-04,1096278
"1739",2005-10-05,1095060
"1740",2005-10-06,1080990
"1741",2005-10-07,1034191
"1742",2005-10-08,635297
"1743",2005-10-09,423979
"1744",2005-10-10,809047
"1745",2005-10-11,1074520
"1746",2005-10-12,1049518
"1747",2005-10-13,1065327
"1748",2005-10-14,1087863
"1749",2005-10-15,666129
"1750",2005-10-16,453673
"1751",2005-10-17,1044638
"1752",2005-10-18,1068811
"1753",2005-10-19,1053953
"1754",2005-10-20,1054804
"1755",2005-10-21,1061834
"1756",2005-10-22,620900
"1757",2005-10-23,417725
"1758",2005-10-24,991240
"1759",2005-10-25,1031783
"1760",2005-10-26,1037748
"1761",2005-10-27,1036433
"1762",2005-10-28,1044679
"1763",2005-10-29,641887
"1764",2005-10-30,433295
"1765",2005-10-31,997317
"1766",2005-11-01,1098976
"1767",2005-11-02,1074517
"1768",2005-11-03,1104454
"1769",2005-11-04,991331
"1770",2005-11-05,622291
"1771",2005-11-06,423319
"1772",2005-11-07,1056640
"1773",2005-11-08,994422
"1774",2005-11-09,1031295
"1775",2005-11-10,1045862
"1776",2005-11-11,859727
"1777",2005-11-12,620363
"1778",2005-11-13,411930
"1779",2005-11-14,1018734
"1780",2005-11-15,999229
"1781",2005-11-16,958501
"1782",2005-11-17,978891
"1783",2005-11-18,993169
"1784",2005-11-19,639557
"1785",2005-11-20,421520
"1786",2005-11-21,1020655
"1787",2005-11-22,1007288
"1788",2005-11-23,944113
"1789",2005-11-24,264968
"1790",2005-11-25,541437
"1791",2005-11-26,518683
"1792",2005-11-27,376239
"1793",2005-11-28,961917
"1794",2005-11-29,960265
"1795",2005-11-30,972345
"1796",2005-12-01,997425
"1797",2005-12-02,1006409
"1798",2005-12-03,599827
"1799",2005-12-04,391721
"1800",2005-12-05,955597
"1801",2005-12-06,940534
"1802",2005-12-07,918554
"1803",2005-12-08,897243
"1804",2005-12-09,919303
"1805",2005-12-10,541345
"1806",2005-12-11,381907
"1807",2005-12-12,969291
"1808",2005-12-13,980361
"1809",2005-12-14,955738
"1810",2005-12-15,967826
"1811",2005-12-16,949081
"1812",2005-12-17,572634
"1813",2005-12-18,368639
"1814",2005-12-19,857434
"1815",2005-12-20,891600
"1816",2005-12-21,915010
"1817",2005-12-22,909428
"1818",2005-12-23,874136
"1819",2005-12-24,479910
"1820",2005-12-25,261573
"1821",2005-12-26,435546
"1822",2005-12-27,732191
"1823",2005-12-28,709171
"1824",2005-12-29,735822
"1825",2005-12-30,758755
"1826",2005-12-31,522944
"1827",2006-01-01,285083
"1828",2006-01-02,357467
"1829",2006-01-03,767324
"1830",2006-01-04,757274
"1831",2006-01-05,764449
"1832",2006-01-06,784898
"1833",2006-01-07,514874
"1834",2006-01-08,364782
"1835",2006-01-09,914228
"1836",2006-01-10,934953
"1837",2006-01-11,922993
"1838",2006-01-12,952109
"1839",2006-01-13,883268
"1840",2006-01-14,552247
"1841",2006-01-15,378329
"1842",2006-01-16,603241
"1843",2006-01-17,945474
"1844",2006-01-18,951313
"1845",2006-01-19,979827
"1846",2006-01-20,941461
"1847",2006-01-21,539923
"1848",2006-01-22,369371
"1849",2006-01-23,972202
"1850",2006-01-24,969549
"1851",2006-01-25,977349
"1852",2006-01-26,983891
"1853",2006-01-27,886178
"1854",2006-01-28,564542
"1855",2006-01-29,377345
"1856",2006-01-30,961999
"1857",2006-01-31,991507
"1858",2006-02-01,1031184
"1859",2006-02-02,1023070
"1860",2006-02-03,1016842
"1861",2006-02-04,583708
"1862",2006-02-05,388394
"1863",2006-02-06,983665
"1864",2006-02-07,1003529
"1865",2006-02-08,974519
"1866",2006-02-09,979713
"1867",2006-02-10,999639
"1868",2006-02-11,598039
"1869",2006-02-12,401973
"1870",2006-02-13,796027
"1871",2006-02-14,1040542
"1872",2006-02-15,985603
"1873",2006-02-16,924546
"1874",2006-02-17,937967
"1875",2006-02-18,447795
"1876",2006-02-19,332813
"1877",2006-02-20,678989
"1878",2006-02-21,986577
"1879",2006-02-22,995158
"1880",2006-02-23,987340
"1881",2006-02-24,984872
"1882",2006-02-25,575063
"1883",2006-02-26,382831
"1884",2006-02-27,954708
"1885",2006-02-28,982998
"1886",2006-03-01,1015807
"1887",2006-03-02,983005
"1888",2006-03-03,1017831
"1889",2006-03-04,602937
"1890",2006-03-05,358365
"1891",2006-03-06,791939
"1892",2006-03-07,1002280
"1893",2006-03-08,978960
"1894",2006-03-09,975257
"1895",2006-03-10,1011637
"1896",2006-03-11,611507
"1897",2006-03-12,398187
"1898",2006-03-13,963968
"1899",2006-03-14,997507
"1900",2006-03-15,1002074
"1901",2006-03-16,949874
"1902",2006-03-17,986818
"1903",2006-03-18,598792
"1904",2006-03-19,407266
"1905",2006-03-20,957706
"1906",2006-03-21,939751
"1907",2006-03-22,980079
"1908",2006-03-23,974959
"1909",2006-03-24,975060
"1910",2006-03-25,612890
"1911",2006-03-26,424997
"1912",2006-03-27,959124
"1913",2006-03-28,979590
"1914",2006-03-29,984709
"1915",2006-03-30,992764
"1916",2006-03-31,1024075
"1917",2006-04-01,616704
"1918",2006-04-02,388735
"1919",2006-04-03,981446
"1920",2006-04-04,1038016
"1921",2006-04-05,1014941
"1922",2006-04-06,993431
"1923",2006-04-07,878532
"1924",2006-04-08,601508
"1925",2006-04-09,424510
"1926",2006-04-10,877953
"1927",2006-04-11,881821
"1928",2006-04-12,874234
"1929",2006-04-13,867493
"1930",2006-04-14,803088
"1931",2006-04-15,588330
"1932",2006-04-16,323436
"1933",2006-04-17,962071
"1934",2006-04-18,996965
"1935",2006-04-19,980383
"1936",2006-04-20,935646
"1937",2006-04-21,995241
"1938",2006-04-22,602657
"1939",2006-04-23,412518
"1940",2006-04-24,992276
"1941",2006-04-25,949042
"1942",2006-04-26,949786
"1943",2006-04-27,951534
"1944",2006-04-28,1004326
"1945",2006-04-29,567197
"1946",2006-04-30,342207
"1947",2006-05-01,992568
"1948",2006-05-02,1040661
"1949",2006-05-03,1056416
"1950",2006-05-04,1042392
"1951",2006-05-05,1018785
"1952",2006-05-06,633794
"1953",2006-05-07,435958
"1954",2006-05-08,1006458
"1955",2006-05-09,998967
"1956",2006-05-10,1004168
"1957",2006-05-11,923397
"1958",2006-05-12,954831
"1959",2006-05-13,579765
"1960",2006-05-14,409887
"1961",2006-05-15,958035
"1962",2006-05-16,990239
"1963",2006-05-17,960703
"1964",2006-05-18,983263
"1965",2006-05-19,988994
"1966",2006-05-20,615018
"1967",2006-05-21,421788
"1968",2006-05-22,992770
"1969",2006-05-23,1009582
"1970",2006-05-24,948861
"1971",2006-05-25,973562
"1972",2006-05-26,984942
"1973",2006-05-27,637756
"1974",2006-05-28,456925
"1975",2006-05-29,378038
"1976",2006-05-30,939676
"1977",2006-05-31,964759
"1978",2006-06-01,1021843
"1979",2006-06-02,1026953
"1980",2006-06-03,662688
"1981",2006-06-04,452809
"1982",2006-06-05,1001628
"1983",2006-06-06,1003112
"1984",2006-06-07,1008660
"1985",2006-06-08,1007812
"1986",2006-06-09,984732
"1987",2006-06-10,569583
"1988",2006-06-11,421485
"1989",2006-06-12,955726
"1990",2006-06-13,957799
"1991",2006-06-14,937900
"1992",2006-06-15,903244
"1993",2006-06-16,962605
"1994",2006-06-17,611460
"1995",2006-06-18,408686
"1996",2006-06-19,876433
"1997",2006-06-20,885633
"1998",2006-06-21,857072
"1999",2006-06-22,867846
"2000",2006-06-23,900428
"2001",2006-06-24,603465
"2002",2006-06-25,402864
"2003",2006-06-26,848936
"2004",2006-06-27,882731
"2005",2006-06-28,884558
"2006",2006-06-29,895390
"2007",2006-06-30,945360
"2008",2006-07-01,626485
"2009",2006-07-02,434707
"2010",2006-07-03,797731
"2011",2006-07-04,446798
"2012",2006-07-05,897474
"2013",2006-07-06,923303
"2014",2006-07-07,925071
"2015",2006-07-08,622150
"2016",2006-07-09,438619
"2017",2006-07-10,896586
"2018",2006-07-11,870554
"2019",2006-07-12,922710
"2020",2006-07-13,918697
"2021",2006-07-14,886875
"2022",2006-07-15,599925
"2023",2006-07-16,415917
"2024",2006-07-17,881078
"2025",2006-07-18,922961
"2026",2006-07-19,906976
"2027",2006-07-20,824913
"2028",2006-07-21,927801
"2029",2006-07-22,622848
"2030",2006-07-23,444236
"2031",2006-07-24,901820
"2032",2006-07-25,916788
"2033",2006-07-26,894295
"2034",2006-07-27,890586
"2035",2006-07-28,896416
