"","Date","rides"
"2036",2006-07-29,588939
"2037",2006-07-30,413577
"2038",2006-07-31,826345
"2039",2006-08-01,890176
"2040",2006-08-02,869218
"2041",2006-08-03,907442
"2042",2006-08-04,945928
"2043",2006-08-05,639816
"2044",2006-08-06,447997
"2045",2006-08-07,901745
"2046",2006-08-08,912231
"2047",2006-08-09,905856
"2048",2006-08-10,852757
"2049",2006-08-11,904132
"2050",2006-08-12,648777
"2051",2006-08-13,429647
"2052",2006-08-14,852429
"2053",2006-08-15,885144
"2054",2006-08-16,875492
"2055",2006-08-17,870227
"2056",2006-08-18,864130
"2057",2006-08-19,609253
"2058",2006-08-20,478099
"2059",2006-08-21,874493
"2060",2006-08-22,891967
"2061",2006-08-23,888752
"2062",2006-08-24,829374
"2063",2006-08-25,891199
"2064",2006-08-26,589582
"2065",2006-08-27,414586
"2066",2006-08-28,790100
"2067",2006-08-29,887095
"2068",2006-08-30,909777
"2069",2006-08-31,912674
"2070",2006-09-01,971553
"2071",2006-09-02,665347
"2072",2006-09-03,485806
"2073",2006-09-04,400846
"2074",2006-09-05,1052742
"2075",2006-09-06,1066176
"2076",2006-09-07,1036346
"2077",2006-09-08,980986
"2078",2006-09-09,606282
"2079",2006-09-10,377696
"2080",2006-09-11,974963
"2081",2006-09-12,1026846
"2082",2006-09-13,986792
"2083",2006-09-14,1048922
"2084",2006-09-15,1052484
"2085",2006-09-16,645506
"2086",2006-09-17,429629
"2087",2006-09-18,1031647
"2088",2006-09-19,1035869
"2089",2006-09-20,1047044
"2090",2006-09-21,1040968
"2091",2006-09-22,987641
"2092",2006-09-23,581454
"2093",2006-09-24,417363
"2094",2006-09-25,1037705
"2095",2006-09-26,1051289
"2096",2006-09-27,1030262
"2097",2006-09-28,1038606
"2098",2006-09-29,1053087
"2099",2006-09-30,632639
"2100",2006-10-01,458568
"2101",2006-10-02,978170
"2102",2006-10-03,1056744
"2103",2006-10-04,1019602
"2104",2006-10-05,1054259
"2105",2006-10-06,1051385
"2106",2006-10-07,636207
"2107",2006-10-08,446971
"2108",2006-10-09,802970
"2109",2006-10-10,1049577
"2110",2006-10-11,1018128
"2111",2006-10-12,995353
"2112",2006-10-13,1009313
"2113",2006-10-14,617700
"2114",2006-10-15,416783
"2115",2006-10-16,1005150
"2116",2006-10-17,1026979
"2117",2006-10-18,1031201
"2118",2006-10-19,1028885
"2119",2006-10-20,1028163
"2120",2006-10-21,627917
"2121",2006-10-22,385368
"2122",2006-10-23,1013992
"2123",2006-10-24,1038318
"2124",2006-10-25,1046372
"2125",2006-10-26,984571
"2126",2006-10-27,1000560
"2127",2006-10-28,616999
"2128",2006-10-29,429970
"2129",2006-10-30,1028697
"2130",2006-10-31,992296
"2131",2006-11-01,1047726
"2132",2006-11-02,1006495
"2133",2006-11-03,955549
"2134",2006-11-04,604964
"2135",2006-11-05,432382
"2136",2006-11-06,1020786
"2137",2006-11-07,1027822
"2138",2006-11-08,1041792
"2139",2006-11-09,993948
"2140",2006-11-10,930708
"2141",2006-11-11,587130
"2142",2006-11-12,415522
"2143",2006-11-13,1003100
"2144",2006-11-14,1042601
"2145",2006-11-15,1035873
"2146",2006-11-16,993833
"2147",2006-11-17,1015195
"2148",2006-11-18,616216
"2149",2006-11-19,414489
"2150",2006-11-20,1018050
"2151",2006-11-21,1018370
"2152",2006-11-22,976311
"2153",2006-11-23,315998
"2154",2006-11-24,624646
"2155",2006-11-25,545486
"2156",2006-11-26,397550
"2157",2006-11-27,1008543
"2158",2006-11-28,1025779
"2159",2006-11-29,971496
"2160",2006-11-30,981605
"2161",2006-12-01,909138
"2162",2006-12-02,592244
"2163",2006-12-03,371515
"2164",2006-12-04,957800
"2165",2006-12-05,987461
"2166",2006-12-06,1008477
"2167",2006-12-07,915568
"2168",2006-12-08,948538
"2169",2006-12-09,586623
"2170",2006-12-10,402653
"2171",2006-12-11,991736
"2172",2006-12-12,985328
"2173",2006-12-13,1016049
"2174",2006-12-14,1002706
"2175",2006-12-15,998965
"2176",2006-12-16,624731
"2177",2006-12-17,429086
"2178",2006-12-18,986098
"2179",2006-12-19,1010848
"2180",2006-12-20,969955
"2181",2006-12-21,920077
"2182",2006-12-22,901829
"2183",2006-12-23,574830
"2184",2006-12-24,389201
"2185",2006-12-25,240481
"2186",2006-12-26,649278
"2187",2006-12-27,730015
"2188",2006-12-28,755449
"2189",2006-12-29,814155
"2190",2006-12-30,585734
"2191",2006-12-31,409417
"2192",2007-01-01,317866
"2193",2007-01-02,712201
"2194",2007-01-03,853319
"2195",2007-01-04,796609
"2196",2007-01-05,861855
"2197",2007-01-06,579058
"2198",2007-01-07,378333
"2199",2007-01-08,962339
"2200",2007-01-09,964021
"2201",2007-01-10,954778
"2202",2007-01-11,958635
"2203",2007-01-12,975235
"2204",2007-01-13,567635
"2205",2007-01-14,367274
"2206",2007-01-15,591737
"2207",2007-01-16,969141
"2208",2007-01-17,966822
"2209",2007-01-18,971346
"2210",2007-01-19,984309
"2211",2007-01-20,578085
"2212",2007-01-21,360362
"2213",2007-01-22,987168
"2214",2007-01-23,1001714
"2215",2007-01-24,1000195
"2216",2007-01-25,985238
"2217",2007-01-26,907825
"2218",2007-01-27,582627
"2219",2007-01-28,345420
"2220",2007-01-29,924636
"2221",2007-01-30,938314
"2222",2007-01-31,921016
"2223",2007-02-01,1001316
"2224",2007-02-02,957481
"2225",2007-02-03,453622
"2226",2007-02-04,262953
"2227",2007-02-05,748487
"2228",2007-02-06,842501
"2229",2007-02-07,922601
"2230",2007-02-08,940943
"2231",2007-02-09,941815
"2232",2007-02-10,541855
"2233",2007-02-11,365754
"2234",2007-02-12,781836
"2235",2007-02-13,796212
"2236",2007-02-14,874157
"2237",2007-02-15,931180
"2238",2007-02-16,931587
"2239",2007-02-17,559705
"2240",2007-02-18,392087
"2241",2007-02-19,721542
"2242",2007-02-20,1020969
"2243",2007-02-21,1024898
"2244",2007-02-22,1014587
"2245",2007-02-23,1000060
"2246",2007-02-24,544213
"2247",2007-02-25,328986
"2248",2007-02-26,939711
"2249",2007-02-27,979897
"2250",2007-02-28,990632
"2251",2007-03-01,989421
"2252",2007-03-02,962370
"2253",2007-03-03,583115
"2254",2007-03-04,399416
"2255",2007-03-05,853256
"2256",2007-03-06,996960
"2257",2007-03-07,985291
"2258",2007-03-08,1015953
"2259",2007-03-09,1017501
"2260",2007-03-10,644305
"2261",2007-03-11,432030
"2262",2007-03-12,993452
"2263",2007-03-13,1047101
"2264",2007-03-14,1002009
"2265",2007-03-15,1001213
"2266",2007-03-16,1014338
"2267",2007-03-17,622024
"2268",2007-03-18,416947
"2269",2007-03-19,993700
"2270",2007-03-20,1016637
"2271",2007-03-21,961651
"2272",2007-03-22,1013925
"2273",2007-03-23,993425
"2274",2007-03-24,617777
"2275",2007-03-25,439430
"2276",2007-03-26,1000900
"2277",2007-03-27,1002420
"2278",2007-03-28,972761
"2279",2007-03-29,1007717
"2280",2007-03-30,1045727
"2281",2007-03-31,611444
"2282",2007-04-01,427631
"2283",2007-04-02,923364
"2284",2007-04-03,910108
"2285",2007-04-04,863292
"2286",2007-04-05,891640
"2287",2007-04-06,827507
"2288",2007-04-07,550549
"2289",2007-04-08,371324
"2290",2007-04-09,986553
"2291",2007-04-10,1036544
"2292",2007-04-11,896482
"2293",2007-04-12,1013647
"2294",2007-04-13,955861
"2295",2007-04-14,620972
"2296",2007-04-15,441660
"2297",2007-04-16,1034466
"2298",2007-04-17,1043072
"2299",2007-04-18,1012759
"2300",2007-04-19,984471
"2301",2007-04-20,1049731
"2302",2007-04-21,673931
"2303",2007-04-22,471226
"2304",2007-04-23,1009384
"2305",2007-04-24,1041155
"2306",2007-04-25,909383
"2307",2007-04-26,939692
"2308",2007-04-27,1018455
"2309",2007-04-28,662079
"2310",2007-04-29,467291
"2311",2007-04-30,1022245
"2312",2007-05-01,1088161
"2313",2007-05-02,1061638
"2314",2007-05-03,1090268
"2315",2007-05-04,1076992
"2316",2007-05-05,667705
"2317",2007-05-06,462600
"2318",2007-05-07,1045010
"2319",2007-05-08,1068839
"2320",2007-05-09,1050794
"2321",2007-05-10,1057149
"2322",2007-05-11,1053934
"2323",2007-05-12,662795
"2324",2007-05-13,445213
"2325",2007-05-14,1005057
"2326",2007-05-15,989733
"2327",2007-05-16,1022418
"2328",2007-05-17,1034448
"2329",2007-05-18,1043447
"2330",2007-05-19,685578
"2331",2007-05-20,419734
"2332",2007-05-21,1024099
"2333",2007-05-22,1039996
"2334",2007-05-23,1030848
"2335",2007-05-24,1014831
"2336",2007-05-25,1005438
"2337",2007-05-26,556471
"2338",2007-05-27,448452
"2339",2007-05-28,411262
"2340",2007-05-29,994648
"2341",2007-05-30,1019739
"2342",2007-05-31,978480
"2343",2007-06-01,1075317
"2344",2007-06-02,684073
"2345",2007-06-03,461665
"2346",2007-06-04,975563
"2347",2007-06-05,1056606
"2348",2007-06-06,1040804
"2349",2007-06-07,1029844
"2350",2007-06-08,1024749
"2351",2007-06-09,665279
"2352",2007-06-10,468910
"2353",2007-06-11,985767
"2354",2007-06-12,1000467
"2355",2007-06-13,941781
"2356",2007-06-14,936823
"2357",2007-06-15,1017233
"2358",2007-06-16,636217
"2359",2007-06-17,460982
"2360",2007-06-18,882869
"2361",2007-06-19,940633
"2362",2007-06-20,940831
"2363",2007-06-21,930239
"2364",2007-06-22,910622
"2365",2007-06-23,574391
"2366",2007-06-24,449080
"2367",2007-06-25,911978
"2368",2007-06-26,880583
"2369",2007-06-27,902372
"2370",2007-06-28,920305
"2371",2007-06-29,971413
"2372",2007-06-30,682683
"2373",2007-07-01,496199
"2374",2007-07-02,949089
"2375",2007-07-03,1024939
"2376",2007-07-04,474306
"2377",2007-07-05,921234
"2378",2007-07-06,951606
"2379",2007-07-07,642929
"2380",2007-07-08,440992
"2381",2007-07-09,885944
"2382",2007-07-10,931699
"2383",2007-07-11,967471
"2384",2007-07-12,958752
"2385",2007-07-13,958491
"2386",2007-07-14,662539
"2387",2007-07-15,470551
"2388",2007-07-16,926346
"2389",2007-07-17,938694
"2390",2007-07-18,934724
"2391",2007-07-19,932259
"2392",2007-07-20,955745
"2393",2007-07-21,669667
"2394",2007-07-22,466578
"2395",2007-07-23,929419
"2396",2007-07-24,930854
"2397",2007-07-25,933511
"2398",2007-07-26,915427
"2399",2007-07-27,926209
"2400",2007-07-28,640891
"2401",2007-07-29,456484
"2402",2007-07-30,908512
"2403",2007-07-31,943468
"2404",2007-08-01,974623
"2405",2007-08-02,940832
"2406",2007-08-03,981289
"2407",2007-08-04,645378
"2408",2007-08-05,457569
"2409",2007-08-06,901719
"2410",2007-08-07,924036
"2411",2007-08-08,903459
"2412",2007-08-09,912551
"2413",2007-08-10,945965
"2414",2007-08-11,708239
"2415",2007-08-12,469202
"2416",2007-08-13,892817
"2417",2007-08-14,895026
"2418",2007-08-15,894366
"2419",2007-08-16,904093
"2420",2007-08-17,934466
"2421",2007-08-18,615174
"2422",2007-08-19,385053
"2423",2007-08-20,862536
"2424",2007-08-21,921333
"2425",2007-08-22,928105
"2426",2007-08-23,842954
"2427",2007-08-24,889722
"2428",2007-08-25,652309
"2429",2007-08-26,486379
"2430",2007-08-27,932249
"2431",2007-08-28,973404
"2432",2007-08-29,950037
"2433",2007-08-30,961822
"2434",2007-08-31,1010987
"2435",2007-09-01,709936
"2436",2007-09-02,508286
"2437",2007-09-03,457327
"2438",2007-09-04,1081031
"2439",2007-09-05,1090027
"2440",2007-09-06,1069693
"2441",2007-09-07,1052291
"2442",2007-09-08,684668
"2443",2007-09-09,473148
"2444",2007-09-10,1049178
"2445",2007-09-11,1097350
"2446",2007-09-12,1083733
"2447",2007-09-13,1068794
"2448",2007-09-14,1072120
"2449",2007-09-15,645153
"2450",2007-09-16,455757
"2451",2007-09-17,1063373
"2452",2007-09-18,1094858
"2453",2007-09-19,1092305
"2454",2007-09-20,1084315
"2455",2007-09-21,1085693
"2456",2007-09-22,679700
"2457",2007-09-23,478949
"2458",2007-09-24,1052395
"2459",2007-09-25,1040920
"2460",2007-09-26,1000824
"2461",2007-09-27,1083848
"2462",2007-09-28,1086469
"2463",2007-09-29,679207
"2464",2007-09-30,464466
"2465",2007-10-01,1081910
"2466",2007-10-02,1116577
"2467",2007-10-03,1133985
"2468",2007-10-04,1111595
"2469",2007-10-05,1110394
"2470",2007-10-06,689358
"2471",2007-10-07,447729
"2472",2007-10-08,840943
"2473",2007-10-09,1109115
"2474",2007-10-10,1066340
"2475",2007-10-11,1075341
"2476",2007-10-12,1084746
"2477",2007-10-13,656509
"2478",2007-10-14,451498
"2479",2007-10-15,1072879
"2480",2007-10-16,1078817
"2481",2007-10-17,1089107
"2482",2007-10-18,1043882
"2483",2007-10-19,972374
"2484",2007-10-20,726843
"2485",2007-10-21,491743
"2486",2007-10-22,1042464
"2487",2007-10-23,1080938
"2488",2007-10-24,1071867
"2489",2007-10-25,1069560
"2490",2007-10-26,1065874
"2491",2007-10-27,678053
"2492",2007-10-28,471012
"2493",2007-10-29,1032027
"2494",2007-10-30,1075031
"2495",2007-10-31,1027509
"2496",2007-11-01,1098785
"2497",2007-11-02,1012674
"2498",2007-11-03,712482
"2499",2007-11-04,485202
"2500",2007-11-05,1046585
"2501",2007-11-06,1058724
"2502",2007-11-07,1004788
"2503",2007-11-08,1053806
"2504",2007-11-09,1033847
"2505",2007-11-10,683488
"2506",2007-11-11,455815
"2507",2007-11-12,838627
"2508",2007-11-13,1091492
"2509",2007-11-14,1069741
"2510",2007-11-15,1051466
"2511",2007-11-16,1058605
"2512",2007-11-17,645670
"2513",2007-11-18,446041
"2514",2007-11-19,1041789
"2515",2007-11-20,1049541
"2516",2007-11-21,928313
"2517",2007-11-22,292545
"2518",2007-11-23,614967
"2519",2007-11-24,537767
"2520",2007-11-25,392627
"2521",2007-11-26,1004640
"2522",2007-11-27,1021822
"2523",2007-11-28,1024078
"2524",2007-11-29,1011365
"2525",2007-11-30,1061165
"2526",2007-12-01,600431
"2527",2007-12-02,419424
"2528",2007-12-03,1060237
"2529",2007-12-04,1078955
"2530",2007-12-05,1020673
"2531",2007-12-06,1024997
"2532",2007-12-07,952112
"2533",2007-12-08,632713
"2534",2007-12-09,420513
"2535",2007-12-10,1032787
"2536",2007-12-11,998861
"2537",2007-12-12,1048527
"2538",2007-12-13,1036309
"2539",2007-12-14,1042779
"2540",2007-12-15,602799
"2541",2007-12-16,408510
"2542",2007-12-17,962728
"2543",2007-12-18,1005890
"2544",2007-12-19,1024565
"2545",2007-12-20,1012830
"2546",2007-12-21,1010323
"2547",2007-12-22,609984
"2548",2007-12-23,345481
"2549",2007-12-24,529029
"2550",2007-12-25,247750
"2551",2007-12-26,705399
"2552",2007-12-27,769808
"2553",2007-12-28,745413
"2554",2007-12-29,543291
"2555",2007-12-30,409625
"2556",2007-12-31,666557
"2557",2008-01-01,293822
"2558",2008-01-02,696254
"2559",2008-01-03,780103
"2560",2008-01-04,848155
"2561",2008-01-05,565390
"2562",2008-01-06,411430
"2563",2008-01-07,984828
"2564",2008-01-08,986380
"2565",2008-01-09,1018505
"2566",2008-01-10,992694
"2567",2008-01-11,1015623
"2568",2008-01-12,601183
"2569",2008-01-13,388793
"2570",2008-01-14,991502
"2571",2008-01-15,1009738
"2572",2008-01-16,1037228
"2573",2008-01-17,995384
"2574",2008-01-18,955899
"2575",2008-01-19,412684
"2576",2008-01-20,289086
"2577",2008-01-21,609311
"2578",2008-01-22,987545
"2579",2008-01-23,970612
"2580",2008-01-24,907488
"2581",2008-01-25,857116
"2582",2008-01-26,568718
"2583",2008-01-27,410480
"2584",2008-01-28,1021589
"2585",2008-01-29,1009904
"2586",2008-01-30,879600
"2587",2008-01-31,958278
"2588",2008-02-01,907474
"2589",2008-02-02,620621
"2590",2008-02-03,413702
"2591",2008-02-04,999755
"2592",2008-02-05,1053937
"2593",2008-02-06,921484
"2594",2008-02-07,1024692
"2595",2008-02-08,1026957
"2596",2008-02-09,622799
"2597",2008-02-10,298432
"2598",2008-02-11,814830
"2599",2008-02-12,815921
"2600",2008-02-13,1035058
"2601",2008-02-14,1070577
"2602",2008-02-15,1032962
"2603",2008-02-16,645557
"2604",2008-02-17,408465
"2605",2008-02-18,713648
"2606",2008-02-19,964264
"2607",2008-02-20,958410
"2608",2008-02-21,997925
"2609",2008-02-22,1018430
"2610",2008-02-23,646010
"2611",2008-02-24,435015
"2612",2008-02-25,997910
"2613",2008-02-26,966516
"2614",2008-02-27,1014496
"2615",2008-02-28,1023349
"2616",2008-02-29,1046618
"2617",2008-03-01,664038
"2618",2008-03-02,460827
"2619",2008-03-03,886412
"2620",2008-03-04,1049101
"2621",2008-03-05,1053272
"2622",2008-03-06,1051526
"2623",2008-03-07,1026919
"2624",2008-03-08,587461
"2625",2008-03-09,412996
"2626",2008-03-10,1019062
"2627",2008-03-11,1057776
"2628",2008-03-12,1061369
"2629",2008-03-13,1063020
"2630",2008-03-14,1073640
"2631",2008-03-15,640923
"2632",2008-03-16,443891
"2633",2008-03-17,892855
"2634",2008-03-18,904520
"2635",2008-03-19,941470
"2636",2008-03-20,948677
"2637",2008-03-21,764646
"2638",2008-03-22,587987
"2639",2008-03-23,394938
"2640",2008-03-24,988411
"2641",2008-03-25,1026712
"2642",2008-03-26,1040571
"2643",2008-03-27,978149
"2644",2008-03-28,1043890
"2645",2008-03-29,683058
"2646",2008-03-30,437530
"2647",2008-03-31,1000406
"2648",2008-04-01,1103030
"2649",2008-04-02,1109904
"2650",2008-04-03,1104596
"2651",2008-04-04,1111912
"2652",2008-04-05,760729
"2653",2008-04-06,518214
"2654",2008-04-07,1074048
"2655",2008-04-08,1055519
"2656",2008-04-09,1085254
"2657",2008-04-10,989295
"2658",2008-04-11,993159
"2659",2008-04-12,661171
"2660",2008-04-13,475640
"2661",2008-04-14,1079499
"2662",2008-04-15,1116404
"2663",2008-04-16,1057185
"2664",2008-04-17,1084276
"2665",2008-04-18,1091732
"2666",2008-04-19,680291
"2667",2008-04-20,514559
"2668",2008-04-21,1083478
"2669",2008-04-22,1080918
"2670",2008-04-23,1048771
"2671",2008-04-24,1013807
"2672",2008-04-25,1047795
"2673",2008-04-26,694038
"2674",2008-04-27,478098
"2675",2008-04-28,1004347
"2676",2008-04-29,1086605
"2677",2008-04-30,1096747
"2678",2008-05-01,1123021
"2679",2008-05-02,1076842
"2680",2008-05-03,709241
"2681",2008-05-04,533432
"2682",2008-05-05,1106700
"2683",2008-05-06,1116602
"2684",2008-05-07,1040705
"2685",2008-05-08,1106046
"2686",2008-05-09,1110504
"2687",2008-05-10,737157
"2688",2008-05-11,405286
"2689",2008-05-12,1065587
"2690",2008-05-13,1084535
"2691",2008-05-14,1074331
"2692",2008-05-15,1083148
"2693",2008-05-16,1102658
"2694",2008-05-17,742613
"2695",2008-05-18,511183
"2696",2008-05-19,1069633
"2697",2008-05-20,1075863
"2698",2008-05-21,1096933
"2699",2008-05-22,1086968
"2700",2008-05-23,1062985
"2701",2008-05-24,689279
"2702",2008-05-25,500519
"2703",2008-05-26,455751
"2704",2008-05-27,1019803
"2705",2008-05-28,1097179
"2706",2008-05-29,1079749
"2707",2008-05-30,1074945
"2708",2008-05-31,782238
"2709",2008-06-01,562682
"2710",2008-06-02,1085439
"2711",2008-06-03,1065725
"2712",2008-06-04,1106463
"2713",2008-06-05,1098032
"2714",2008-06-06,1082981
"2715",2008-06-07,704265
"2716",2008-06-08,492048
"2717",2008-06-09,1025900
"2718",2008-06-10,1110162
"2719",2008-06-11,1094608
"2720",2008-06-12,1019784
"2721",2008-06-13,1078347
"2722",2008-06-14,781007
"2723",2008-06-15,491985
"2724",2008-06-16,995146
"2725",2008-06-17,1026937
"2726",2008-06-18,1037490
"2727",2008-06-19,1031512
"2728",2008-06-20,992547
"2729",2008-06-21,737336
"2730",2008-06-22,525069
"2731",2008-06-23,1011734
"2732",2008-06-24,1035641
"2733",2008-06-25,999422
"2734",2008-06-26,1043066
"2735",2008-06-27,1012051
"2736",2008-06-28,725566
"2737",2008-06-29,501814
"2738",2008-06-30,1031952
"2739",2008-07-01,1091114
"2740",2008-07-02,1038485
"2741",2008-07-03,1137798
"2742",2008-07-04,598589
"2743",2008-07-05,670557
"2744",2008-07-06,517206
"2745",2008-07-07,985612
"2746",2008-07-08,1044061
"2747",2008-07-09,1081110
"2748",2008-07-10,1021284
"2749",2008-07-11,1052834
"2750",2008-07-12,712246
"2751",2008-07-13,548192
"2752",2008-07-14,1049396
"2753",2008-07-15,1082127
"2754",2008-07-16,1054454
"2755",2008-07-17,1064600
"2756",2008-07-18,1044559
"2757",2008-07-19,670483
"2758",2008-07-20,543932
"2759",2008-07-21,1012639
"2760",2008-07-22,1068695
"2761",2008-07-23,1073548
"2762",2008-07-24,1055504
"2763",2008-07-25,1027931
"2764",2008-07-26,728894
"2765",2008-07-27,517425
"2766",2008-07-28,989149
"2767",2008-07-29,1007373
"2768",2008-07-30,1003904
"2769",2008-07-31,971220
"2770",2008-08-01,1075162
"2771",2008-08-02,760915
"2772",2008-08-03,545946
"2773",2008-08-04,917997
"2774",2008-08-05,990633
"2775",2008-08-06,1012924
"2776",2008-08-07,1020470
"2777",2008-08-08,1035619
"2778",2008-08-09,757859
"2779",2008-08-10,537887
"2780",2008-08-11,966708
"2781",2008-08-12,984947
"2782",2008-08-13,967719
"2783",2008-08-14,989470
"2784",2008-08-15,1033315
"2785",2008-08-16,744139
"2786",2008-08-17,536166
"2787",2008-08-18,969012
"2788",2008-08-19,1008095
"2789",2008-08-20,1014177
"2790",2008-08-21,1003039
"2791",2008-08-22,1005465
"2792",2008-08-23,743188
"2793",2008-08-24,544239
"2794",2008-08-25,1008939
"2795",2008-08-26,1047074
"2796",2008-08-27,1035486
"2797",2008-08-28,1017748
"2798",2008-08-29,1078024
"2799",2008-08-30,764581
"2800",2008-08-31,554856
"2801",2008-09-01,494753
"2802",2008-09-02,1127049
"2803",2008-09-03,1162418
"2804",2008-09-04,1018884
"2805",2008-09-05,1167215
"2806",2008-09-06,772804
"2807",2008-09-07,526093
"2808",2008-09-08,1054484
"2809",2008-09-09,1171927
"2810",2008-09-10,1162995
"2811",2008-09-11,1151009
"2812",2008-09-12,1114854
"2813",2008-09-13,590284
"2814",2008-09-14,395938
"2815",2008-09-15,1135720
"2816",2008-09-16,1165277
"2817",2008-09-17,1168322
"2818",2008-09-18,1164709
"2819",2008-09-19,1171421
"2820",2008-09-20,787209
"2821",2008-09-21,547528
"2822",2008-09-22,1136827
"2823",2008-09-23,1156951
"2824",2008-09-24,1145107
"2825",2008-09-25,1158145
"2826",2008-09-26,1086806
"2827",2008-09-27,751753
"2828",2008-09-28,506232
"2829",2008-09-29,1070964
"2830",2008-09-30,1130758
"2831",2008-10-01,1192304
"2832",2008-10-02,1177411
"2833",2008-10-03,1207780
"2834",2008-10-04,775643
"2835",2008-10-05,509094
"2836",2008-10-06,1160555
"2837",2008-10-07,1129339
"2838",2008-10-08,1138343
"2839",2008-10-09,1156012
"2840",2008-10-10,1166373
"2841",2008-10-11,747346
"2842",2008-10-12,493178
"2843",2008-10-13,904710
"2844",2008-10-14,1161519
"2845",2008-10-15,1110480
"2846",2008-10-16,1162960
"2847",2008-10-17,1158533
"2848",2008-10-18,764477
"2849",2008-10-19,533753
"2850",2008-10-20,1088585
"2851",2008-10-21,1151777
"2852",2008-10-22,1144686
"2853",2008-10-23,1140236
"2854",2008-10-24,1032760
"2855",2008-10-25,715519
"2856",2008-10-26,489441
"2857",2008-10-27,1081884
"2858",2008-10-28,1123249
"2859",2008-10-29,1119513
"2860",2008-10-30,1139072
"2861",2008-10-31,1133479
"2862",2008-11-01,731671
"2863",2008-11-02,522917
"2864",2008-11-03,1173372
"2865",2008-11-04,1147900
"2866",2008-11-05,1150809
"2867",2008-11-06,1097552
"2868",2008-11-07,1036437
"2869",2008-11-08,673117
"2870",2008-11-09,471514
"2871",2008-11-10,997066
"2872",2008-11-11,887714
"2873",2008-11-12,1077813
"2874",2008-11-13,1070293
"2875",2008-11-14,1130799
"2876",2008-11-15,683337
"2877",2008-11-16,455806
"2878",2008-11-17,1077255
"2879",2008-11-18,1090062
"2880",2008-11-19,1111196
"2881",2008-11-20,1082444
"2882",2008-11-21,1082824
"2883",2008-11-22,695276
"2884",2008-11-23,473856
"2885",2008-11-24,1057815
"2886",2008-11-25,1084129
"2887",2008-11-26,1029271
"2888",2008-11-27,348670
"2889",2008-11-28,666358
"2890",2008-11-29,594609
"2891",2008-11-30,381987
"2892",2008-12-01,1055713
"2893",2008-12-02,1091284
"2894",2008-12-03,1110378
"2895",2008-12-04,1061254
"2896",2008-12-05,1024180
"2897",2008-12-06,593540
"2898",2008-12-07,403971
"2899",2008-12-08,1035720
"2900",2008-12-09,996985
"2901",2008-12-10,1037743
"2902",2008-12-11,1054285
"2903",2008-12-12,1012458
"2904",2008-12-13,624407
"2905",2008-12-14,437684
"2906",2008-12-15,896428
"2907",2008-12-16,903282
"2908",2008-12-17,978982
"2909",2008-12-18,992383
"2910",2008-12-19,892811
"2911",2008-12-20,587696
"2912",2008-12-21,278524
"2913",2008-12-22,701088
"2914",2008-12-23,739090
"2915",2008-12-24,624949
"2916",2008-12-25,237509
"2917",2008-12-26,562283
"2918",2008-12-27,509488
"2919",2008-12-28,396550
"2920",2008-12-29,810117
"2921",2008-12-30,816931
"2922",2008-12-31,740816
"2923",2009-01-01,336743
"2924",2009-01-02,763312
"2925",2009-01-03,578449
"2926",2009-01-04,400741
"2927",2009-01-05,1007718
"2928",2009-01-06,1003597
"2929",2009-01-07,988613
"2930",2009-01-08,996719
"2931",2009-01-09,979348
"2932",2009-01-10,519809
"2933",2009-01-11,388214
"2934",2009-01-12,1004997
"2935",2009-01-13,949481
"2936",2009-01-14,901522
"2937",2009-01-15,750944
"2938",2009-01-16,818478
"2939",2009-01-17,551450
"2940",2009-01-18,395677
"2941",2009-01-19,662921
"2942",2009-01-20,1015771
"2943",2009-01-21,1064510
"2944",2009-01-22,1078381
"2945",2009-01-23,977237
"2946",2009-01-24,558514
"2947",2009-01-25,375041
"2948",2009-01-26,1020408
"2949",2009-01-27,1045581
"2950",2009-01-28,1041204
"2951",2009-01-29,1037299
"2952",2009-01-30,1057376
"2953",2009-01-31,665698
"2954",2009-02-01,457447
"2955",2009-02-02,1057223
"2956",2009-02-03,1055964
"2957",2009-02-04,1022116
"2958",2009-02-05,1059740
"2959",2009-02-06,1087273
"2960",2009-02-07,719629
"2961",2009-02-08,467679
"2962",2009-02-09,1057977
"2963",2009-02-10,1116375
"2964",2009-02-11,997775
"2965",2009-02-12,939153
"2966",2009-02-13,1004951
"2967",2009-02-14,708575
"2968",2009-02-15,464293
"2969",2009-02-16,762026
"2970",2009-02-17,1082384
"2971",2009-02-18,1025289
"2972",2009-02-19,1000896
"2973",2009-02-20,1030042
"2974",2009-02-21,577413
"2975",2009-02-22,421828
"2976",2009-02-23,1026970
"2977",2009-02-24,1068569
"2978",2009-02-25,1079129
"2979",2009-02-26,978416
"2980",2009-02-27,1043030
"2981",2009-02-28,638031
"2982",2009-03-01,383539
"2983",2009-03-02,863168
"2984",2009-03-03,1092708
"2985",2009-03-04,1094095
"2986",2009-03-05,1103860
"2987",2009-03-06,1102700
"2988",2009-03-07,562607
"2989",2009-03-08,365704
"2990",2009-03-09,1070508
"2991",2009-03-10,1023214
"2992",2009-03-11,1054878
"2993",2009-03-12,1037576
"2994",2009-03-13,1072684
"2995",2009-03-14,698203
"2996",2009-03-15,482503
"2997",2009-03-16,1036355
"2998",2009-03-17,1106242
"2999",2009-03-18,1048987
"3000",2009-03-19,1068998
"3001",2009-03-20,1061271
"3002",2009-03-21,682400
"3003",2009-03-22,470553
"3004",2009-03-23,1003114
"3005",2009-03-24,1017895
